N,Overlap,Deg_Rate,Noise_Std,Memory_Class,r_star,fidelity_at_r,fidelity_prev,slope,collapsed,braak_at_collapse,plateau_height,post_floor,transition_width,auc
500,low,slow,0.2,strong_salient,0.95,0.22361878323554993,1.0000002069473266,-31.055256948471065,True,Stage_3,1.0000001272243613,0.4887765769243241,0.060429886298406066,0.9485972486644982
500,low,slow,0.2,weak_dense,0.825,0.308191230095923,0.9999687832196553,-27.671102124949293,True,Stage_3,0.9999999938230405,0.027338879389222713,0.04139160656331642,0.8255770136129926
500,low,slow,0.2,weak_remote,0.7,0.3736203285640416,0.9414519995450974,-22.71326683924223,True,Stage_3,0.9999822885990142,-0.0011699873703221477,0.044777423070213374,0.7018870297657404
500,low,slow,0.3,strong_recent,0.925,0.1946697957664728,0.9999938371181488,-32.21296165406704,True,Stage_3,1.0000000153289121,0.3198035995960236,0.08461412712009786,0.9274754658281804
500,low,slow,0.3,strong_salient,0.95,0.2236187816262245,1.0000002069473266,-31.055257012844084,True,Stage_3,1.0000001272243613,0.4887765739202499,0.060429885614018186,0.9485972482889891
500,low,slow,0.3,weak_dense,0.825,0.308191230095923,0.9999687832196553,-27.671102124949293,True,Stage_3,0.9999999938230405,0.027338879380033664,0.04139160656331642,0.825577013611844
500,low,slow,0.3,weak_remote,0.7,0.3736203285640416,0.9414519995450974,-22.71326683924223,True,Stage_3,0.9993885253306685,-0.00116998729283611,0.044777423070213374,0.7013337196963917
500,low,slow,0.4,strong_recent,0.925,0.19466976344585418,0.9999938346147538,-32.21296284675598,True,Stage_3,1.0000000153289121,0.3198035746902228,0.08461412482138975,0.9274754627030344
500,low,slow,0.4,strong_salient,0.95,0.22361877825856208,1.000000207066536,-31.05525715231895,True,Stage_3,1.0000001272243613,0.48877656756639487,0.060429884154981184,0.9485972474947572
500,low,slow,0.4,weak_dense,0.825,0.308191230095923,0.9999687832196553,-27.671102124949293,True,Stage_3,0.9999999938230405,0.02733887944694143,0.04139160656331642,0.8255770136202074
500,low,slow,0.4,weak_remote,0.7,0.3736203285640416,0.9414519995450974,-22.71326683924223,True,Stage_3,0.9965480290408143,-0.0011699870799978575,0.044777423070213374,0.6984749140722271
500,low,slow,0.5,strong_recent,0.925,0.1946696724742651,0.9999938319921493,-32.212966380715365,True,Stage_3,1.0000000153289121,0.31980352524518973,0.08461412148069225,0.9274754564508796
500,low,slow,0.5,strong_salient,0.95,0.22361877220869064,1.000000207066536,-31.05525739431381,True,Stage_3,1.0000001272243613,0.48877655694484723,0.06042988175520991,0.9485972461670638
500,low,slow,0.5,weak_dense,0.825,0.308191230095923,0.9999687832196553,-27.671102124949293,True,Stage_3,0.9999999938230405,0.027338879424706104,0.04139160656331642,0.8255770136174281
500,low,slow,0.5,weak_remote,0.7,0.3736203285640416,0.9414519995450974,-22.71326683924223,True,Stage_3,0.9872825328649135,-0.0011699866148332757,0.044777423070213374,0.6894642796023518
500,medium,fast,0.1,strong_recent,1.0,1.932617295662338e-16,0.9999938378334046,-9.999938378334043,True,Stage_3,1.000000166098277,0.4999969189167024,0.08000049297636536,0.9499994774103165
500,medium,fast,0.1,strong_salient,1.0,2.2086916835734101e-16,1.0000003592967988,-10.000003592967985,True,Stage_3,1.0000001288519964,0.5000001796483995,0.07999997125626646,0.9500001803874971
500,medium,fast,0.1,weak_dense,0.9,0.02623410259746015,0.9999687832196553,-9.73734680622195,True,Stage_3,0.9999998089075088,0.01311705129873008,0.08215790357685704,0.8526201719632374
500,medium,fast,0.1,weak_remote,0.7,0.3736203285640416,0.9999998189608256,-6.263794903967839,True,Stage_3,0.9999757704734803,-0.0028999413611988227,0.16781940794972894,0.691478440911804
500,medium,fast,0.2,strong_recent,1.0,1.932617295662338e-16,0.999993837594986,-9.999938375949856,True,Stage_3,1.000000166098277,0.4999969187974931,0.0800004929954391,0.9499994773864747
500,medium,fast,0.2,strong_salient,1.0,2.2086916835734101e-16,1.0000003592967988,-10.000003592967985,True,Stage_3,1.0000001288519964,0.5000001796483995,0.07999997125626646,0.9500001803874971
500,medium,fast,0.2,weak_dense,0.9,0.02623410259746015,0.9999687832196553,-9.73734680622195,True,Stage_3,0.9999998089075088,0.01311705129873008,0.08215790357685704,0.8526201719632374
500,medium,fast,0.2,weak_remote,0.7,0.3736203285640416,0.9999998189608256,-6.263794903967839,True,Stage_3,0.9999757704734803,-0.0028999417560795944,0.16781940794972894,0.6914784408328278
500,medium,fast,0.3,strong_recent,1.0,1.932617295662338e-16,0.9999938371181488,-9.999938371181486,True,Stage_3,1.000000166098277,0.4999969185590745,0.08000049303358658,0.949999477338791
500,medium,fast,0.3,strong_salient,1.0,2.2086916835734101e-16,1.0000003592967988,-10.000003592967985,True,Stage_3,1.0000001288519964,0.5000001796483995,0.07999997125626646,0.9500001803874971
500,medium,fast,0.3,weak_dense,0.9,0.02623410259746015,0.9999687832196553,-9.73734680622195,True,Stage_3,0.9999998089075088,0.01311705129873008,0.08215790357685704,0.8526201719632374
500,medium,fast,0.3,weak_remote,0.7,0.3736203285640416,0.9986932338724533,-6.250729053084117,True,Stage_3,0.9991121555633016,-0.0028999418721844753,0.16799506622035176,0.6908296133546625
500,medium,fast,0.4,strong_recent,1.0,1.932617295662338e-16,0.9999938346147538,-9.999938346147536,True,Stage_3,1.000000166098277,0.499996917307377,0.0800004932338606,0.9499994770884514
500,medium,fast,0.4,strong_salient,1.0,2.2086916835734101e-16,1.0000003592967988,-10.000003592967985,True,Stage_3,1.0000001288519964,0.5000001796483995,0.07999997125626646,0.9500001803874971
500,medium,fast,0.4,weak_dense,0.9,0.02623410261484484,0.9999687832196553,-9.737346806048105,True,Stage_3,0.9999998089075088,0.013117051307422425,0.08215790357832387,0.8526201719649757
500,medium,fast,0.4,weak_remote,0.7,0.3736203285640416,0.9881381243672998,-6.145177958032582,True,Stage_3,0.9964775175655053,-0.0028999418759097654,0.1694414938651474,0.6881933196047242
500,medium,fast,0.5,strong_recent,1.0,1.932617295662338e-16,0.9999938319921493,-9.99993831992149,True,Stage_3,1.000000166098277,0.49999691599607476,0.08000049344367155,0.949999476826191
500,medium,fast,0.5,strong_salient,1.0,2.2086916835734101e-16,1.0000003592967988,-10.000003592967985,True,Stage_3,1.0000001288519964,0.5000001796483995,0.07999997125626646,0.9500001803874971
500,medium,fast,0.5,weak_dense,0.9,0.026234102801109355,0.9999687832196553,-9.737346804185458,True,Stage_3,0.9999998089075088,0.013117051400554683,0.08215790359403974,0.8526201719836023
500,medium,fast,0.5,weak_remote,0.7,0.3736203285640416,0.9604899676349791,-5.868696390709374,True,Stage_3,0.9886171811958259,-0.0028999419659376142,0.1734769179791641,0.6807123020916789
500,medium,medium,0.1,strong_recent,0.95,0.2007999103218317,0.9999938378334046,-15.983878550231458,True,Stage_3,1.0000000811464647,0.40026458271841214,0.06884367220389642,0.9350397591121494
500,medium,medium,0.1,strong_salient,0.95,0.2236187841296196,1.0000003592967988,-15.527631503343583,True,Stage_3,1.0000001684216893,0.4078730478088062,0.07120036343598402,0.9361811865895987
500,medium,medium,0.1,weak_dense,0.85,0.0480088717614611,0.9999687832196553,-19.039198229163883,True,Stage_3,0.9999999049080742,0.02119734685392016,0.04201857611706428,0.8305784563655966
500,medium,medium,0.1,weak_remote,0.7,0.3736203285640416,0.9999999407132467,-12.527592242984102,True,Stage_3,0.9999766415622499,-0.001837743014925056,0.08485805444499761,0.6991919957485049
500,medium,medium,0.2,strong_recent,0.95,0.20079989977180956,0.999993837594986,-15.983878756463527,True,Stage_3,1.0000000811464647,0.40026457912226526,0.06884367099126265,0.9350397585727274
